site,author,game,score,score_adj,stars_mean,company,platform,genre,score_deviation
Gamereactor,David Caballero,Super Mario 3D World + Bowser's Fury,9.0,4.5,3.86,Nintendo, Nintendo Switch,Plataformas,-14.222222222222225
meristation,"Virginia Mejías
arashhi",Fitness Boxing 2: Rhythm & Exercise,7.5,3.75,3.5,Nintendo,NSW,Deportes                    ,-6.666666666666667
Vandal,Juan Rubio,GoNNER 2 - Análisis,8.0,4.0,4.0,Raw Fury,Switch PC Xbox One Xbox Series X/S PS4,Arcade Plataformas 2D,0.0
revogamers,Marcos Catalán,Análisis de Horace,8.0,4.0,3.75,Paul Helman and Sean Scaplehorn,Nintendo Switch,"Arcade, Plataformas",-6.25
meristation,"Borja Ruete
borjaruete",Immortals Fenyx Rising,8.5,4.25,3.57,Ubisoft,XBO NSW STD PC PS4,"Aventura, Acción                    ",-16.000000000000004
revogamers,Carlos Firás,Análisis de Chicken Police – Paint it RED!,8.0,4.0,4.0,None,Nintendo Switch,None,0.0
meristation,Yago Lago,Mutropolis,6.7,3.35,3.29,Application Systems Heidelberg,PC,Aventura gráfica                    ,-1.7910447761194044
revogamers,Arturo Albero,Análisis de Ys Origin,8.5,4.25,4.0,"DotEmu, Nihon Falcom",Nintendo Switch,"Acción, Aventura, Plataformas, Rol (RPG)",-5.88235294117647
Gamereactor,Jack Oxford,"Blue Fire (Nintendo Switch, PC)",8.0,4.0,3.5,Graffiti Games, Nintendo Switch,Acción,-12.5
Gamereactor,Kieran Harris,Crash Bandicoot: On the Run!,5.0,2.5,3.2,Activision," Android, iOS",Plataformas,28.000000000000007
Gamereactor,Ben Lyons,"Maquette (PS5, PS4, PC)",6.0,3.0,3.33,Annapurna Interactive," PC, PS4, PS5",Puzle,11.000000000000004
revogamers,Carlos Firás,Análisis de Prinny 1 y 2 Exploded & Reloaded,7.0,3.5,3.33,None,Nintendo Switch,None,-4.857142857142855
meristation,Aarón Rodríguez,Re:ZERO -Starting Life in Another World- The Prophecy of the Throne,6.5,3.25,3.43,Spike Chunsoft,PC PS4 NSW,"Aventura, Táctico                    ",5.538461538461544
Vandal,Ramón Varela,Blizzard Arcade Collection - Análisis,7.5,3.75,3.5,Blizzard,PS4 PC Xbox One Switch,Compilacion Plataformas 3D Run and gun,-6.666666666666667
Vandal,Saúl González,Partisans 1941 - Análisis,7.8,3.9,4.2,Daedalic Entertainment,PC,Estrategia en tiempo real Sigilo,7.6923076923077
revogamers,José Moreno,Análisis de Ghost of a Tale,8.5,4.25,3.67,None,Nintendo Switch,None,-13.647058823529413
Vandal,Ramón Varela,Atelier Ryza 2: Lost Legends & the Secret Fairy - Análisis,7.5,3.75,3.29,Koei Tecmo,PS4 PC Switch PS5,JRPG Rol,-12.266666666666666
Gamereactor,Ricardo C. Esteves,"Control: Ultimate Edition (PS5, Xbox Series X)",8.0,4.0,4.0,505 Games," PC, PS4, Xbox One, Nintendo Switch, PS5, Xbox Series X",Acción,0.0
meristation,Ramón Méndez,Yakuza: Like a Dragon,8.6,4.3,3.71,SEGA,PS4 XBO PC XBS PS5,"RPG, Por turnos                    ",-13.720930232558137
revogamers,José Moreno,Análisis de Torchlight III,7.5,3.75,4.0,None,Nintendo Switch,None,6.666666666666667
Vandal,Jorge Cano,Amnesia: Rebirth - Análisis,8.2,4.1,3.6,Frictional Games,PC PS4,Terror Walking Simulator,-12.195121951219502
meristation,"Francisco J. Brenlla
franchuzas",Pikmin 3 Deluxe,8.5,4.25,3.45,Nintendo,NSW,"Estrategia, Aventura                    ",-18.823529411764703
revogamers,Wences A. Machado,Análisis de Grindstone,8.5,4.25,3.75,None,Nintendo Switch,None,-11.76470588235294
Vandal,Manu Delgado,Alba: A Wildlife Adventure - Análisis,8.0,4.0,3.33,ustwo games,iPhone PC Switch,Aventura de exploración y puzles Aventura narrativa,-16.75
revogamers,David Gómez,Análisis de Persona 5 Strikers,9.0,4.5,3.8,"ATLUS, Koei Tecmo, Omega Force",Nintendo Switch,"Acción, Rol (RPG)",-15.555555555555559
revogamers,Marcos Catalán,Análisis de FEZ,9.0,4.5,3.67,Polytron,Nintendo Switch,"Aventura, Otros, Plataformas, Puzle",-18.444444444444446
Gamereactor,Ricardo C. Esteves,FIFA 21,6.0,3.0,2.86,Electronic Arts,None,Deportes,-4.666666666666671
meristation,"Salva Fernàndez
salbaFR",Destruction AllStars,6.5,3.25,3.5,PlayStation Studios,PS5,"Conducción, Acción                    ",7.6923076923076925
meristation,"Sergio C. González
Sergio5Glez",Monster Hunter Rise,9.0,4.5,3.94,Capcom,PC NSW,"Aventura, Acción                    ",-12.444444444444445
revogamers,José Moreno,Análisis de Space Invaders Forever,7.5,3.75,3.75,None,Nintendo Switch,None,0.0
revogamers,Javier Aranda,Análisis de Haven,8.5,4.25,3.33,The Game Bakers,Nintendo Switch,Rol (RPG),-21.64705882352941
revogamers,David Morillo,Análisis de Balan Wonderworld,4.0,2.0,2.33,Square-Enix,Nintendo Switch,"Acción, Plataformas",16.500000000000004
revogamers,Javier Aranda,Análisis de More Dark,6.0,3.0,3.5,Ratalaika Games,Nintendo Switch,"Plataformas, Puzle",16.666666666666664
Vandal,Manu Delgado,I Am Dead - Análisis,7.2,3.6,3.5,Annapurna Interactive,Switch PC,Aventura de exploración y puzles Aventura narrativa,-2.77777777777778
meristation,"Laura Luna
LauraLunaLu",Overcooked! All You Can Eat,8.5,4.25,3.8,Team17,XBO NSW PC PS4 PS5 XBS,"Acción, Minijuegos                    ",-10.58823529411765
revogamers,Javier Aranda,Análisis de Little Big Workshop,8.0,4.0,3.5,HandyGames,Nintendo Switch,"Estrategia, Simulación",-12.5
revogamers,José Moreno,Análisis de Asterix & Obelix XXL: Romastered,8.0,4.0,3.75,None,Nintendo Switch,None,-6.25
Gamereactor,Jonas Mäki,Puyo Puyo Tetris 2,7.0,3.5,3.4,Sega," Nintendo Switch, PC, PS4, PS5, Xbox One, Xbox Series X",Puzle,-2.85714285714286
meristation,"Ricardo Fernández
RicardoFAndres",Super Mario Bros. 35,7.5,3.75,3.25,Nintendo,NSW,"Plataformas, Battle Royale                    ",-13.333333333333334
revogamers,José Moreno,Análisis de Capcom Arcade Stadium,7.5,3.75,4.33,None,Nintendo Switch,None,15.466666666666667
Gamereactor,Petter Hegevall,Fantasian,9.0,4.5,3.67,Mistwalker, iOS,RPG,-18.444444444444446
revogamers,José Moreno,Análisis de Olija,8.0,4.0,4.0,None,Nintendo Switch,None,0.0
meristation,Rubén Vázquez,Fire Emblem Shadow Dragon & the Blade of Light,5.2,2.6,3.2,Nintendo,NSW,"RPG, Por turnos                    ",23.076923076923077
Gamereactor,Sergio Figueroa,Devil May Cry 5: Special Edition,8.0,4.0,3.5,Capcom," PC, PS4, Xbox One",Acción,-12.5
meristation,Yago Lago,Leisure Suit Larry: Wet Dreams Dry Twice,8.0,4.0,3.8,Assemble Entertainment,PC PS4 XBO NSW,Aventura gráfica                    ,-5.000000000000004
revogamers,Carlos Firás,Análisis de Oceanhorn 2: Knights of the Lost Realm,6.5,3.25,3.33,None,Nintendo Switch,None,2.4615384615384635
Vandal,Sergio Martín,Plants vs. Zombies: Battle for Neighborville - Análisis,8.0,4.0,2.8,Electronic Arts,Switch Xbox One PS4 PC,Shooter en tercera persona,-30.000000000000004
meristation,"Francisco Alberto Serrano
faserranoacosta",Loop Hero,8.2,4.1,3.44,Devolver Digital,PC,"Estrategia, RPG                    ",-16.097560975609753
revogamers,Carlos Firás,Análisis de Umihara Kawase BaZooka!,5.5,2.75,3.5,None,Nintendo Switch,None,27.27272727272727
Gamereactor,Kieran Harris,Fuser,8.0,4.0,3.5,Harmonix," PC, PS4, PS5, Xbox One, Xbox Series X",Música,-12.5
meristation,Cristian Ciuraneta,Lost Words: Beyond the Page,7.0,3.5,3.67,Modus Games,STD PC PS4 XBO NSW,Plataformas                    ,4.857142857142855
meristation,David Arroyo,Scott Pilgrim vs. The World: The Game - Complete Edition,8.0,4.0,3.5,Ubisoft,PC PS4 XBO STD NSW,"Acción, Beat'em up                    ",-12.5
Vandal,Ramón Varela,Judgment - Análisis,8.4,4.2,3.17,Sega,PS5 PS4 Xbox Series X/S,Mundo abierto Tipo GTA,-24.52380952380953
meristation,Cristian Ciuraneta,Onee Chanbara Origin,6.0,3.0,3.33,D3 Publisher,PC PS4,"Acción, Beat'em up                    ",11.000000000000004
meristation,"Ricardo Fernández
RicardoFAndres",Override 2: Super Mech League,5.0,2.5,3.25,Modus Games,XBS PC PS4 XBO NSW PS5,Acción                    ,30.0
meristation,Alejandro Castillo - @acastillo117,Ride 4,7.5,3.75,3.8,Bandai Namco Entertainment,PC XBO PS4 PS5 XBS,Conducción                    ,1.3333333333333286
revogamers,Marcos Catalán,Análisis de Heaven’s Vault,7.0,3.5,3.2,inkle,Nintendo Switch,"Aventura, Puzle",-8.571428571428566
meristation,"Ricardo Fernández
RicardoFAndres",Balan Wonderworld,5.5,2.75,2.43,Square Enix,PC PS4 XBO NSW PS5 XBS,Plataformas                    ,-11.636363636363631
revogamers,Javier Aranda,Análisis de Colossus Down,7.5,3.75,3.67,Mango Protocol,Nintendo Switch,Beat'em up,-2.1333333333333355
meristation,"Rocío Torrejón
SeraPhiim_",Cozy Grove,6.5,3.25,3.29,Spry Fox,IPH IPD PC PS4 XBO NSW,"Aventura, Simulación                    ",1.2307692307692317
meristation,"Francisco J. Brenlla
franchuzas",Bugsnax,7.5,3.75,3.7,Young Horses,PS5 PC PS4,Aventura                    ,-1.3333333333333286
Vandal,Saúl González,World of Warcraft: Shadowlands - Análisis,8.5,4.25,3.67,Blizzard,PC,MMORPG,-13.647058823529413
revogamers,Marcos Catalán,Análisis de Let’s Sing Queen,7.0,3.5,3.67,Voxler SAS,Nintendo Switch,"Fiesta, Música",4.857142857142855
Gamereactor,Kieran Harris,"Override 2: Super Mech League (PS5, Xbox Series X, Switch, PC)",5.0,2.5,3.0,Modus Games," Nintendo Switch, PC, PS4, PS5, Xbox One, Xbox Series X",Lucha,20.0
revogamers,Javier Aranda,Análisis de No More Heroes 2: Desperate Struggle,8.5,4.25,3.67,Marvelous,Nintendo Switch,Acción,-13.647058823529413
revogamers,Javier Aranda,Análisis de Touhou Luna Nights,8.0,4.0,3.67,Phoenixx,Nintendo Switch,"Acción, Aventura",-8.250000000000002
revogamers,Javier Aranda,Análisis de Super Meat Boy Forever,7.5,3.75,3.5,Team Meat,Nintendo Switch,"Plataformas, Puzle",-6.666666666666667
revogamers,Marcos Catalán,Análisis de 9 Monkeys of Shaolin,7.0,3.5,3.0,Sobaka Studio,Nintendo Switch,"Acción, Arcade, Lucha",-14.285714285714285
meristation,"Ricardo Fernández
RicardoFAndres",Kirby Fighters 2,7.5,3.75,4.0,Nintendo,NSW,Acción                    ,6.666666666666667
meristation,"Francisco Alberto Serrano
faserranoacosta",Marvel's Spider-Man: Miles Morales,8.5,4.25,3.67,PlayStation Studios,PS5 PS4,"Aventura, Acción                    ",-13.647058823529413
Vandal,Carlos Leiva,NieR Replicant ver.1.22474487139... - Análisis,8.5,4.25,3.9,Square Enix,PS4 Xbox One PC,JRPG Rol,-8.235294117647062
meristation,"Salva Fernàndez
salbaFR",Crash Bandicoot 4: It's About Time,8.0,4.0,4.0,Activision,NSW PC PS4 XBO XBS PS5,Plataformas                    ,0.0
Vandal,Juan Rubio,The Medium - Análisis,7.7,3.85,3.4,Bloober Team,Xbox Series X/S PC,Survival Horror Terror,-11.688311688311693
meristation,"Rocío Torrejón
SeraPhiim_",Little Nightmares 2,8.6,4.3,3.86,Bandai Namco Entertainment,PC PS4 NSW PS5 XBS XBO,Aventura                    ,-10.232558139534884
meristation,"Jose María Villalobos
JMVillalobos1",The Red Lantern,6.0,3.0,2.83,Timberline Studio,NSW PC,Aventura                    ,-5.666666666666664
meristation,"Débora Moro
npcdeb",Bravely Default II,8.0,4.0,3.75,Square Enix,NSW,"RPG, Por turnos                    ",-6.25
Gamereactor,Ben Lyons,Sam & Max Save the World Remastered,7.0,3.5,3.4,Skunkape Games," Nintendo Switch, PC",Aventura,-2.85714285714286
meristation,"Francisco Alberto Serrano
faserranoacosta",Astro's Playroom,8.5,4.25,4.0,PlayStation Studios,PS5 PS5,Plataformas                    ,-5.88235294117647
Gamereactor,Jonas Mäki,It Takes Two,8.0,4.0,3.33,Electronic Arts," PC, PS4, PS5, Xbox One, Xbox Series X",Party Game,-16.75
Gamereactor,Kieran Harris,"Blizzard Arcade Collection (PC, Switch, PS4, Xbox One)",7.0,3.5,3.75,Blizzard Entertainment," Nintendo Switch, PC, PS4, Xbox One",Plataformas,7.142857142857142
Gamereactor,Ben Lyons,Doom Eternal: The Ancient Gods - Segunda Parte,8.0,4.0,4.0,Bethesda Softworks," Nintendo Switch, PC, PS4, PS5, Stadia, Xbox One, Xbox Series X",Acción,0.0
revogamers,Wences A. Machado,Análisis de Crash Bandicoot 4: It’s About Time,8.0,4.0,3.67,Toys for Bob,Nintendo Switch,None,-8.250000000000002
meristation,"Sergio C. González
Sergio5Glez",Grindstone,8.0,4.0,4.17,Capybara Games,IPH IPD NSW,Puzle                    ,4.249999999999998
meristation,"Francisco J. Brenlla
franchuzas",Super Mario 3D World + Bowser's Fury,9.0,4.5,3.58,Nintendo,NSW,Plataformas                    ,-20.444444444444443
meristation,Alejandro Castillo - @acastillo117,Hitman 3,8.7,4.35,3.3,IO-Interactive,PC PS5 XBS PS4 XBO STD,"Aventura, Acción                    ",-24.137931034482758
meristation,Dedede,For the People,6.0,3.0,2.8,101XP,PC,Aventura                    ,-6.666666666666672
meristation,"Jose María Villalobos
JMVillalobos1",Amnesia: Rebirth,8.0,4.0,3.5,Frictional Games,PS4 PC,Aventura                    ,-12.5
Gamereactor,Isabel M. Zurita,"Narita Boy (PC, Nintendo Switch, PS4, Xbox)",9.0,4.5,4.0,Studio Koba," Nintendo Switch, PC, PS4, Xbox One",Acción,-11.11111111111111
revogamers,Carlos Firás,Análisis de Genesis Noir,7.5,3.75,3.67,None,Nintendo Switch,None,-2.1333333333333355
Gamereactor,Jakob Hansen,Mario Kart Live: Home Circuit,8.0,4.0,4.0,Nintendo, Nintendo Switch,Carreras,0.0
revogamers,José Moreno,Análisis de Sword of the Necromancer,7.5,3.75,3.67,None,Nintendo Switch,None,-2.1333333333333355
meristation,César Otero,Godfall,6.2,3.1,3.2,Gearbox Software,PC PS5,"Acción, RPG                    ",3.2258064516129057
meristation,Carlos Forcada,Cyber Shadow,7.9,3.95,3.43,Yacht Club Games,PC PS4 XBO NSW,"Plataformas, Acción                    ",-13.164556962025317
Vandal,Carlos Leiva,The Nioh Collection - Análisis,8.0,4.0,3.67,Koei Tecmo,PS5,Action-RPG Aventura de acción Hack and Slash Tipo Souls,-8.250000000000002
Vandal,Carlos Leiva,Super Mario 3D World + Bowser's Fury - Análisis,9.2,4.6,3.88,Nintendo,Switch,Plataformas 3D Plataformas,-15.652173913043473
revogamers,Arturo Albero,Análisis de Hyrule Warriors: La era del cataclismo,8.0,4.0,3.75,Koei Tecmo,Nintendo Switch,"Acción, Aventura",-6.25
meristation,"Sergio Melero
sermella",9 Monkeys of Shaolin,6.5,3.25,3.2,Buka Entertainment,XBO NSW PS4 PC,"Acción, Beat'em up                    ",-1.538461538461533
Gamereactor,Stefan Briesenick,Persona 5 Strikers,7.0,3.5,3.2,Atlus," Nintendo Switch, PC, PS4",Acción,-8.571428571428566
meristation,"Rubén Martínez
ruvenmb",Call of Duty: Black Ops Cold War,8.2,4.1,3.7,Activision,PS4 XBO PC XBS PS5,"Acción, First Person Shooter                    ",-9.756097560975597
Gamereactor,Kieran Harris,Double Pug para Nintendo Switch,5.0,2.5,3.25,None," Nintendo Switch, PS4, Xbox One",None,30.0
meristation,"Borja Ruete
borjaruete",Control Ultimate Edition,8.0,4.0,3.6,505 Games,PS5 XBO PC PS4 XBS,"Aventura, Acción, Disparos                    ",-9.999999999999998
Gamereactor,Martin Lindgaard Svane,Story of Seasons: Pioneers of Olive Town,6.0,3.0,3.0,Marvelous, Nintendo Switch,Simulación,0.0
meristation,Cesar Otero,Ghosts 'n Goblins Resurrection,8.7,4.35,3.33,Capcom,NSW PC PS4 XBO,"Plataformas, Acción                    ",-23.448275862068957
revogamers,Javier Aranda,Análisis de Taiko no Tatsujin: Rhythmic Adventure Pack,7.5,3.75,3.33,Bandai Namco,Nintendo Switch,"Música, Rol (RPG)",-11.199999999999998
revogamers,Marcos Catalán,Análisis de Empire of Sin,7.5,3.75,3.5,Romero Games,Nintendo Switch,"Acción, Estrategia, Rol (RPG)",-6.666666666666667
revogamers,Wences A. Machado,Análisis de Narita Boy,8.0,4.0,3.75,None,Nintendo Switch,None,-6.25
Gamereactor,Ben Lyons,Transformers: Battlegrounds,8.0,4.0,3.4,Outright Games," Nintendo Switch, PC, PS4, Xbox One",Estrategia,-15.000000000000002
Vandal,Saúl González,Cyberpunk 2077 - Análisis,9.3,4.65,3.67,CD PROJEKT RED,PC PS4 Xbox One PS5 Xbox Series X/S,Mundo abierto RPG Occidental,-21.07526881720431
Vandal,Juan Rubio,Doom 3: VR Edition - Análisis,7.7,3.85,4.0,Bethesda,PS4,Realidad Virtual Shooter en primera persona,3.896103896103894
revogamers,Javier Aranda,Análisis de Plants vs. Zombies: La Batalla de Neighborville Edición Completa,8.0,4.0,4.0,None,Nintendo Switch,None,0.0
revogamers,José Moreno,Análisis de Super Mario 3D World + Bowser’s Fury,9.5,4.75,3.67,None,Nintendo Switch,None,-22.736842105263158
Gamereactor,Kieran Harris,Star Wars: Republic Commando,7.0,3.5,3.25,Lucasarts," Nintendo Switch, PC, PS4, Xbox",Acción,-7.142857142857142
Vandal,Saúl González,Hitman 3 - Análisis,8.2,4.1,4.17,IO Interactive,PS5 Xbox Series X/S PC PS4 Xbox One Switch,Aventura de acción Sigilo,1.7073170731707388
revogamers,Carlos Firás,Análisis de Little Nightmares 2,8.5,4.25,4.17,"Bandai Namco, Tarsier Studios",Nintendo Switch,"Aventura, Terror",-1.8823529411764721
Vandal,Carlos Leiva,Ghosts 'n Goblins Resurrection - Análisis,9.0,4.5,4.11,Capcom,Switch Xbox One PS4 PC,Arcade Plataformas 2D,-8.66666666666666
meristation,"Rocío Torrejón
SeraPhiim_",When The Past Was Around,7.0,3.5,3.6,Toge Productions,PS4 XBO NSW PC,Aventura gráfica                    ,2.85714285714286
meristation,"Sergio C. González
Sergio5Glez",Doraemon: Story of Seasons,7.5,3.75,3.4,Bandai Namco Entertainment,PS4 NSW PC,"Simulación, Gestión                    ",-9.333333333333336
revogamers,José Moreno,Análisis de Pumpkin Jack,8.5,4.25,3.75,None,Nintendo Switch,None,-11.76470588235294
revogamers,Cristian Martinez,Análisis de Atelier Ryza 2: Lost Legends & the Secret Fairy,8.0,4.0,3.67,"Gust, Koei Tecmo",Nintendo Switch,Rol (RPG),-8.250000000000002
revogamers,varju,Análisis de Just Dance 2021,7.0,3.5,3.67,None,Nintendo Switch,None,4.857142857142855
revogamers,José Moreno,Análisis de NEOGEO POCKET COLOR SELECTION Vol.1,7.5,3.75,4.0,None,Nintendo Switch,None,6.666666666666667
Vandal,Ramón Varela,Kingdom Hearts: Melody of Memory - Análisis,7.6,3.8,3.8,Square Enix,PS4 Switch Xbox One PC,Musical Ritmo,0.0
revogamers,Carlos Firás,Análisis de Cozy Grove,7.0,3.5,4.0,None,Nintendo Switch,None,14.285714285714285
Vandal,Sara Borondo,Planet Coaster: Console Edition - Análisis,8.0,4.0,4.0,Frontier,Xbox Series X/S PS4 Xbox One PS5,Gestión - Tycoon Parques de atracciones,0.0
meristation,"Sergio C. González
Sergio5Glez",Need for Speed: Hot Pursuit Remastered,8.2,4.1,3.75,Electronic Arts,PC PS4 NSW XBO,Conducción                    ,-8.53658536585365
Vandal,Carlos Leiva,Fire Emblem: Shadow Dragon & the Blade of Light - Análisis,5.0,2.5,3.17,Nintendo,Switch,Tactical RPG,26.799999999999997
Vandal,Alberto González,Football Manager 2021 - Análisis,8.7,4.35,4.17,SEGA,PC,Fútbol Manager,-4.137931034482753
Gamereactor,Kieran Harris,"Calico (Nintendo Switch, PC, Xbox One)",4.0,2.0,2.33,Whitethorn Digital," Nintendo Switch, PC, Xbox One",Simulación,16.500000000000004
meristation,"Paula Croft 
paulacroft02 ",Twin Mirror,,,3.6,Bandai Namco Entertainment,PC PS4 XBO,Aventura                    ,
Gamereactor,Stefan Briesenick,Nier Replicant ver.1.22474487139,8.0,4.0,3.67,Square Enix," PC, PS4, Xbox One",Acción,-8.250000000000002
revogamers,Carlos Firás,Análisis de Röki,8.5,4.25,4.0,None,Nintendo Switch,None,-5.88235294117647
meristation,"Ricardo Fernández
RicardoFAndres",Say No! More,5.5,2.75,2.75,Thunderful Publishing,PC NSW IPH IPD,Aventura                    ,0.0
meristation,Rubén Vázquez,UnderMine,7.0,3.5,3.33,Thorium Entertainment,PC XBO NSW,"Aventura, Acción                    ",-4.857142857142855
Gamereactor,James Ward,Curse of the Dead Gods,6.0,3.0,3.0,Focus Home Interactive," PC, Xbox One, PS4, Nintendo Switch",Acción,0.0
revogamers,Marcos Catalán,Análisis de Scott Pilgrim vs. The World: The Game – Complete Edition,7.5,3.75,3.6,None,Nintendo Switch,None,-3.9999999999999973
Vandal,Carlos Leiva,Crash Bandicoot 4: It's About Time - Análisis,8.5,4.25,4.0,Activision,Switch PS4 Xbox One Xbox Series X/S PS5 PC,Plataformas 3D Plataformas,-5.88235294117647
Vandal,Juan Rubio,Control - Análisis,8.3,4.15,3.75,505 Games,PS5 PS4 Xbox One PC Xbox Series X/S,Aventura de acción Metroidvania Plataformas 3D Shooter en tercera persona,-9.638554216867478
Gamereactor,Alberto Garrido,Assassin's Creed Valhalla,9.0,4.5,3.67,Ubisoft," PS4, PS5, Xbox One, Xbox Series X, PC, Stadia",Acción,-18.444444444444446
revogamers,Carlos Firás,Analisis de Ghostrunner,8.0,4.0,3.33,505 Games,Nintendo Switch,Acción,-16.75
Vandal,Sergio Martín,Drawn to Life: Two Realms - Análisis,6.7,3.35,3.25,505 Games,PC Switch Android iPhone,Aventura de exploración y puzles Plataformas 2D,-2.9850746268656745
revogamers,Javier Aranda,Análisis de Reflection of Mine,6.0,3.0,3.0,Ratalaika Games,Nintendo Switch,"Aventura, Puzle",0.0
revogamers,Javier Aranda,Análisis de Dreaming Sarah,7.0,3.5,4.0,Ratalaika Games,Nintendo Switch,"Acción, Aventura",14.285714285714285
meristation,"Francisco Alberto Serrano
faserranoacosta",Turrican Flashback,7.0,3.5,4.14,ININ Games,NSW PS4,"Plataformas, Acción                    ",18.285714285714278
meristation,"Rocío Torrejón
SeraPhiim_",Star Renegades,8.3,4.15,3.88,Raw Fury Games,XBO NSW PS4 PC,"RPG, Por turnos, Táctico                    ",-6.506024096385553
Gamereactor,Silje Marie Ruud Slette,Demon's Souls para PS5,9.0,4.5,4.17,Sony Interactive Entertainment, PS5,Acción,-7.333333333333335
meristation,"Rocío Torrejón
SeraPhiim_",El Hijo: A Wild West Tale,7.2,3.6,3.83,Handy Games,PS4 XBO PC NSW STD,"Aventura, Sigilo                    ",6.388888888888888
revogamers,Javier Aranda,Análisis de Colección arcade de Blizzard,7.5,3.75,4.0,Blizzard Entertainment,Nintendo Switch,Arcade,6.666666666666667
revogamers,José Moreno,Análisis de Neighbours back From Hell,8.5,4.25,3.75,None,Nintendo Switch,None,-11.76470588235294
meristation,Yago Lago,Genesis Noir,6.8,3.4,3.38,Fellow Traveller,XBO NSW PC,Aventura                    ,-0.5882352941176475
meristation,"Sergio C. González
Sergio5Glez",Crash Bandicoot 4: It's About Time,8.0,4.0,3.71,Activision,NSW PC PS4 XBO XBS PS5,Plataformas                    ,-7.250000000000001
meristation,"Marta Oller
martaaax00",Re:Turn - One Way Trip,7.3,3.65,3.43,Green Man Gaming Publishing,PC PS4 XBO NSW,Aventura                    ,-6.027397260273966
meristation,Cesar Otero @DieOpheliac,Wallachia: Reign of Dracula,7.8,3.9,3.33,Storybird Games,NSW PC,"Plataformas, Acción                    ",-14.615384615384611
Gamereactor,Ben Lyons,Jurassic World Evolution (Nintendo Switch),7.0,3.5,3.25,Frontier Developments," Nintendo Switch, PC, PS4, Xbox One",Simulación,-7.142857142857142
meristation,"Rocío Torrejón
SeraPhiim_",Call of the Sea,8.5,4.25,4.0,Raw Fury Games,XBO PC XBS PS4 PS5,Aventura                    ,-5.88235294117647
meristation,"Sergi Blanch
motenai",Tennis World Tour 2,5.5,2.75,2.78,Nacon,PC PS4 XBO NSW,Deportes                    ,1.090909090909084
meristation,"Jose María Villalobos
JMVillalobos1",Budget Cuts,7.5,3.75,3.29,Neat Corporation,PC PS4,"Aventura, Acción                    ",-12.266666666666666
meristation,"Jose María Villalobos
JMVillalobos1",DOOM Eternal,9.0,4.5,3.83,Bethesda Softworks,PS4 PC XBO NSW,"Acción, First Person Shooter                    ",-14.888888888888888
meristation,"Israel Mallén
Mallendary",Sackboy: Una aventura a lo grande,8.0,4.0,4.0,PlayStation Studios,PS4 PS5,Plataformas                    ,0.0
meristation,Aarón Rodríguez,The Legend of Heroes: Trails of Cold Steel IV,9.0,4.5,3.78,NIS America,PS4 PC NSW,"RPG, Por turnos                    ",-16.000000000000004
revogamers,Arturo Albero,Análisis de Shantae: Risky’s Revenge – Director’s Cut,7.5,3.75,3.33,WayForward,Nintendo Switch,"Aventura, Plataformas",-11.199999999999998
meristation,"Sergio C. González
Sergio5Glez",Mail Mole,7.0,3.5,3.83,Undercoders,PS4 XBO NSW PC,Plataformas                    ,9.42857142857143
Vandal,Sergio Martín,Golden Force - Análisis,7.0,3.5,3.75,PixelHeart,Switch PS4 Xbox One PC,Acción Arcade,7.142857142857142
Gamereactor,Petter Hegevall,Godfall,5.0,2.5,3.25,Gearbox Publishing," PS5, PC",Acción,30.0
Vandal,Carlos Leiva,ScourgeBringer - Análisis,7.0,3.5,2.75,Yooreka Studio,PC Xbox One Switch PS4 PSVITA,Action-RPG Roguelike,-21.428571428571427
Vandal,Juan Rubio,The Climb 2 - Análisis,7.0,3.5,3.75,Crytek,PC,Otros deportes Realidad Virtual,7.142857142857142
Vandal,Sergio Martín,Sea of Solitude - Análisis,7.0,3.5,3.8,Quantic Dream,Switch PC PS4 Xbox One,Aventura de acción Aventura narrativa,8.571428571428566
meristation,Yago Lago,Partisans 1941,7.0,3.5,3.5,Daedalic Entertainment,PC,"Estrategia, Tiempo real                    ",0.0
Gamereactor,Stefan Briesenick,La Colección de Nioh,9.0,4.5,3.5,Sony Interactive Entertainment, PS5,Acción,-22.22222222222222
meristation,Rubén Vázquez,Spacebase Startopia,6.5,3.25,3.0,Kalypso Media,PC XBO NSW PS4 PS5 XBS,"Estrategia, Simulación, Gestión                    ",-7.6923076923076925
meristation,Alejandro Castillo - @acastillo117,Watch Dogs Legion,8.3,4.15,3.5,Ubisoft,XBS PS5 STD PC PS4 XBO,"Aventura, Acción                    ",-15.662650602409645
meristation,"Ricardo Fernández
RicardoFAndres",The Yakuza Remastered Collection,8.5,4.25,4.25,SEGA,XBO PC PS4,"Aventura, Acción                    ",0.0
Gamereactor,Joakin Sjögren,The Falconeer - El elegido de Xbox Series X,6.0,3.0,3.25,Wired Productions," PC, Xbox One, Xbox Series X",Acción,8.333333333333332
meristation,"Rocío Torrejón
SeraPhiim_",The Survivalists,7.8,3.9,4.0,Team 17,PC PS4 XBO NSW,"Aventura, Acción                    ",2.5641025641025665
meristation,Dedede,Tanuki Justice,7.0,3.5,4.0,Just For Games,NSW,"Plataformas, Acción                    ",14.285714285714285
Vandal,Saúl González,Evil Genius 2: World Domination - Análisis,7.0,3.5,4.0,Rebellion,PC,Estrategia en tiempo real Estrategia,14.285714285714285
